filepath,inferred_plane,gemini_blocked
archive_v2/Testing\meningioma\Te-aug-me_91.jpg,axial,False
archive_v2/Testing\meningioma\Te-aug-me_92.jpg,axial,False
archive_v2/Testing\meningioma\Te-aug-me_93.jpg,axial,False
archive_v2/Testing\meningioma\Te-aug-me_94.jpg,axial,False
archive_v2/Testing\meningioma\Te-aug-me_95.jpg,axial,False
archive_v2/Testing\meningioma\Te-aug-me_96.jpg,axial,False
archive_v2/Testing\meningioma\Te-aug-me_97.jpg,axial,False
archive_v2/Testing\meningioma\Te-aug-me_98.jpg,axial,False
archive_v2/Testing\meningioma\Te-aug-me_99.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_1.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_10.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_100.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_101.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_102.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_103.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_104.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_105.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_106.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_107.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_108.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_109.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_11.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_110.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_111.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_112.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_113.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_114.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_115.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_116.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_117.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_118.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_119.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_12.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_120.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_121.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_122.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_123.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_124.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_125.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_126.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_127.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_128.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_129.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_13.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_130.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_131.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_132.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_133.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_134.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_135.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_136.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_137.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_138.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_139.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_14.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_140.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_141.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_142.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_143.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_144.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_145.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_146.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_147.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_148.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_149.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_15.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_150.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_151.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_152.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_153.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_154.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_155.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_156.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_157.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_158.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_159.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_16.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_160.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_161.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_162.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_163.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_164.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_165.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_166.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_167.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_168.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_169.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_17.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_170.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_171.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_172.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_173.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_174.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_175.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_176.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_177.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_178.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_179.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_18.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_180.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_181.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_182.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_183.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_184.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_185.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_186.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_187.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_188.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_189.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_19.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_190.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_191.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_192.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_193.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_194.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_195.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_196.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_197.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_198.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_199.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_2.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_20.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_200.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_201.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_202.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_203.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_204.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_205.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_206.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_207.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_208.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_209.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_21.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_210.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_211.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_212.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_213.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_214.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_215.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_216.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_217.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_218.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_219.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_22.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_220.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_221.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_222.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_223.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_224.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_225.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_226.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_227.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_228.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_229.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_23.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_230.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_231.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_232.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_233.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_234.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_235.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_236.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_237.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_238.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_239.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_24.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_240.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_241.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_242.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_243.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_244.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_245.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_246.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_247.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_248.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_249.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_25.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_250.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_251.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_252.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_253.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_254.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_255.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_256.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_257.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_258.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_259.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_26.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_260.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_261.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_262.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_263.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_264.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_265.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_266.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_267.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_268.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_269.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_27.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_270.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_271.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_272.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_273.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_274.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_275.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_276.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_277.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_278.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_279.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_28.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_280.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_281.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_282.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_283.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_284.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_285.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_286.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_287.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_288.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_289.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_29.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_290.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_291.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_292.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_293.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_294.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_295.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_296.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_297.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_3.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_30.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_31.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_32.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_33.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_34.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_35.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_36.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_37.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_38.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_39.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_4.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_40.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_41.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_42.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_43.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_44.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_45.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_46.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_47.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_48.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_49.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_5.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_50.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_51.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_52.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_53.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_54.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_55.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_56.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_57.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_58.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_59.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_6.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_60.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_61.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_62.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_63.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_64.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_65.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_66.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_67.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_68.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_69.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_7.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_70.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_71.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_72.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_73.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_74.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_75.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_76.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_77.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_78.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_79.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_8.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_80.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_81.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_82.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_83.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_84.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_85.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_86.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_87.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_88.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_89.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_9.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_90.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_91.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_92.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_93.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_94.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_95.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_96.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_97.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_98.jpg,axial,False
archive_v2/Testing\meningioma\Te-me_99.jpg,axial,False
archive_v2/Testing\notumor\Te-no_1.jpg,axial,False
archive_v2/Testing\notumor\Te-no_10.jpg,axial,False
archive_v2/Testing\notumor\Te-no_100.jpg,axial,False
archive_v2/Testing\notumor\Te-no_101.jpg,axial,False
archive_v2/Testing\notumor\Te-no_102.jpg,axial,False
archive_v2/Testing\notumor\Te-no_103.jpg,axial,False
archive_v2/Testing\notumor\Te-no_104.jpg,axial,False
archive_v2/Testing\notumor\Te-no_105.jpg,axial,False
archive_v2/Testing\notumor\Te-no_106.jpg,axial,False
archive_v2/Testing\notumor\Te-no_107.jpg,axial,False
archive_v2/Testing\notumor\Te-no_108.jpg,axial,False
archive_v2/Testing\notumor\Te-no_109.jpg,axial,False
archive_v2/Testing\notumor\Te-no_11.jpg,axial,False
archive_v2/Testing\notumor\Te-no_110.jpg,axial,False
archive_v2/Testing\notumor\Te-no_111.jpg,axial,False
archive_v2/Testing\notumor\Te-no_112.jpg,axial,False
archive_v2/Testing\notumor\Te-no_113.jpg,axial,False
archive_v2/Testing\notumor\Te-no_114.jpg,axial,False
archive_v2/Testing\notumor\Te-no_115.jpg,axial,False
archive_v2/Testing\notumor\Te-no_116.jpg,axial,False
archive_v2/Testing\notumor\Te-no_117.jpg,axial,False
archive_v2/Testing\notumor\Te-no_118.jpg,axial,False
archive_v2/Testing\notumor\Te-no_119.jpg,axial,False
archive_v2/Testing\notumor\Te-no_12.jpg,axial,False
archive_v2/Testing\notumor\Te-no_120.jpg,axial,False
archive_v2/Testing\notumor\Te-no_121.jpg,axial,False
archive_v2/Testing\notumor\Te-no_122.jpg,axial,False
archive_v2/Testing\notumor\Te-no_123.jpg,axial,False
archive_v2/Testing\notumor\Te-no_124.jpg,axial,False
archive_v2/Testing\notumor\Te-no_125.jpg,axial,False
archive_v2/Testing\notumor\Te-no_126.jpg,axial,False
archive_v2/Testing\notumor\Te-no_127.jpg,axial,False
archive_v2/Testing\notumor\Te-no_128.jpg,axial,False
archive_v2/Testing\notumor\Te-no_129.jpg,axial,False
archive_v2/Testing\notumor\Te-no_13.jpg,axial,False
archive_v2/Testing\notumor\Te-no_130.jpg,axial,False
archive_v2/Testing\notumor\Te-no_131.jpg,axial,False
archive_v2/Testing\notumor\Te-no_132.jpg,axial,False
archive_v2/Testing\notumor\Te-no_133.jpg,axial,False
archive_v2/Testing\notumor\Te-no_134.jpg,axial,False
archive_v2/Testing\notumor\Te-no_135.jpg,axial,False
archive_v2/Testing\notumor\Te-no_136.jpg,axial,False
archive_v2/Testing\notumor\Te-no_137.jpg,axial,False
archive_v2/Testing\notumor\Te-no_138.jpg,axial,False
archive_v2/Testing\notumor\Te-no_139.jpg,axial,False
archive_v2/Testing\notumor\Te-no_14.jpg,axial,False
archive_v2/Testing\notumor\Te-no_140.jpg,axial,False
archive_v2/Testing\notumor\Te-no_141.jpg,axial,False
archive_v2/Testing\notumor\Te-no_142.jpg,axial,False
archive_v2/Testing\notumor\Te-no_143.jpg,axial,False
archive_v2/Testing\notumor\Te-no_144.jpg,axial,False
archive_v2/Testing\notumor\Te-no_145.jpg,axial,False
archive_v2/Testing\notumor\Te-no_146.jpg,axial,False
archive_v2/Testing\notumor\Te-no_147.jpg,axial,False
archive_v2/Testing\notumor\Te-no_148.jpg,axial,False
archive_v2/Testing\notumor\Te-no_149.jpg,axial,False
archive_v2/Testing\notumor\Te-no_15.jpg,axial,False
archive_v2/Testing\notumor\Te-no_150.jpg,axial,False
archive_v2/Testing\notumor\Te-no_151.jpg,axial,False
archive_v2/Testing\notumor\Te-no_152.jpg,axial,False
archive_v2/Testing\notumor\Te-no_153.jpg,axial,False
archive_v2/Testing\notumor\Te-no_154.jpg,axial,False
archive_v2/Testing\notumor\Te-no_155.jpg,axial,False
archive_v2/Testing\notumor\Te-no_156.jpg,axial,False
archive_v2/Testing\notumor\Te-no_157.jpg,axial,False
archive_v2/Testing\notumor\Te-no_158.jpg,axial,False
archive_v2/Testing\notumor\Te-no_159.jpg,axial,False
archive_v2/Testing\notumor\Te-no_16.jpg,axial,False
archive_v2/Testing\notumor\Te-no_160.jpg,axial,False
archive_v2/Testing\notumor\Te-no_161.jpg,axial,False
archive_v2/Testing\notumor\Te-no_162.jpg,axial,False
archive_v2/Testing\notumor\Te-no_163.jpg,axial,False
archive_v2/Testing\notumor\Te-no_164.jpg,axial,False
archive_v2/Testing\notumor\Te-no_165.jpg,axial,False
archive_v2/Testing\notumor\Te-no_166.jpg,axial,False
archive_v2/Testing\notumor\Te-no_167.jpg,axial,False
archive_v2/Testing\notumor\Te-no_168.jpg,axial,False
archive_v2/Testing\notumor\Te-no_169.jpg,axial,False
archive_v2/Testing\notumor\Te-no_17.jpg,axial,False
archive_v2/Testing\notumor\Te-no_170.jpg,axial,False
archive_v2/Testing\notumor\Te-no_171.jpg,axial,False
archive_v2/Testing\notumor\Te-no_172.jpg,axial,False
archive_v2/Testing\notumor\Te-no_173.jpg,axial,False
archive_v2/Testing\notumor\Te-no_174.jpg,axial,False
archive_v2/Testing\notumor\Te-no_175.jpg,axial,False
archive_v2/Testing\notumor\Te-no_176.jpg,axial,False
archive_v2/Testing\notumor\Te-no_177.jpg,axial,False
archive_v2/Testing\notumor\Te-no_178.jpg,axial,False
archive_v2/Testing\notumor\Te-no_179.jpg,axial,False
archive_v2/Testing\notumor\Te-no_18.jpg,axial,False
archive_v2/Testing\notumor\Te-no_180.jpg,axial,False
archive_v2/Testing\notumor\Te-no_181.jpg,axial,False
archive_v2/Testing\notumor\Te-no_182.jpg,axial,False
archive_v2/Testing\notumor\Te-no_183.jpg,axial,False
archive_v2/Testing\notumor\Te-no_184.jpg,axial,False
archive_v2/Testing\notumor\Te-no_185.jpg,axial,False
archive_v2/Testing\notumor\Te-no_186.jpg,axial,False
archive_v2/Testing\notumor\Te-no_187.jpg,axial,False
archive_v2/Testing\notumor\Te-no_188.jpg,axial,False
archive_v2/Testing\notumor\Te-no_189.jpg,axial,False
archive_v2/Testing\notumor\Te-no_19.jpg,axial,False
archive_v2/Testing\notumor\Te-no_190.jpg,axial,False
archive_v2/Testing\notumor\Te-no_191.jpg,axial,False
archive_v2/Testing\notumor\Te-no_192.jpg,axial,False
archive_v2/Testing\notumor\Te-no_193.jpg,axial,False
archive_v2/Testing\notumor\Te-no_194.jpg,axial,False
archive_v2/Testing\notumor\Te-no_195.jpg,axial,False
archive_v2/Testing\notumor\Te-no_196.jpg,axial,False
archive_v2/Testing\notumor\Te-no_197.jpg,axial,False
archive_v2/Testing\notumor\Te-no_198.jpg,axial,False
archive_v2/Testing\notumor\Te-no_199.jpg,axial,False
archive_v2/Testing\notumor\Te-no_2.jpg,axial,False
archive_v2/Testing\notumor\Te-no_20.jpg,axial,False
archive_v2/Testing\notumor\Te-no_200.jpg,axial,False
archive_v2/Testing\notumor\Te-no_201.jpg,axial,False
archive_v2/Testing\notumor\Te-no_202.jpg,axial,False
archive_v2/Testing\notumor\Te-no_203.jpg,axial,False
archive_v2/Testing\notumor\Te-no_204.jpg,axial,False
archive_v2/Testing\notumor\Te-no_205.jpg,axial,False
archive_v2/Testing\notumor\Te-no_206.jpg,axial,False
archive_v2/Testing\notumor\Te-no_207.jpg,axial,False
archive_v2/Testing\notumor\Te-no_208.jpg,axial,False
archive_v2/Testing\notumor\Te-no_209.jpg,axial,False
archive_v2/Testing\notumor\Te-no_21.jpg,axial,False
archive_v2/Testing\notumor\Te-no_210.jpg,axial,False
archive_v2/Testing\notumor\Te-no_211.jpg,axial,False
archive_v2/Testing\notumor\Te-no_212.jpg,axial,False
archive_v2/Testing\notumor\Te-no_213.jpg,axial,False
archive_v2/Testing\notumor\Te-no_214.jpg,axial,False
archive_v2/Testing\notumor\Te-no_215.jpg,axial,False
archive_v2/Testing\notumor\Te-no_216.jpg,axial,False
archive_v2/Testing\notumor\Te-no_217.jpg,axial,False
archive_v2/Testing\notumor\Te-no_218.jpg,axial,False
archive_v2/Testing\notumor\Te-no_219.jpg,axial,False
archive_v2/Testing\notumor\Te-no_22.jpg,axial,False
archive_v2/Testing\notumor\Te-no_220.jpg,axial,False
archive_v2/Testing\notumor\Te-no_221.jpg,axial,False
archive_v2/Testing\notumor\Te-no_222.jpg,axial,False
archive_v2/Testing\notumor\Te-no_223.jpg,axial,False
archive_v2/Testing\notumor\Te-no_224.jpg,axial,False
archive_v2/Testing\notumor\Te-no_225.jpg,axial,False
archive_v2/Testing\notumor\Te-no_226.jpg,axial,False
archive_v2/Testing\notumor\Te-no_227.jpg,axial,False
archive_v2/Testing\notumor\Te-no_228.jpg,axial,False
archive_v2/Testing\notumor\Te-no_229.jpg,axial,False
archive_v2/Testing\notumor\Te-no_23.jpg,axial,False
archive_v2/Testing\notumor\Te-no_230.jpg,axial,False
archive_v2/Testing\notumor\Te-no_231.jpg,axial,False
